10.0923,10.0636,0.0101,10.04,10.0611,10.0665,10.0953,1.0
9.8921,9.8642,0.0255,9.8357,9.8543,9.8604,9.8965,1.0
9.6921,9.6691,9.6497,9.646,9.646,9.6726,9.6793,1.0
9.4776,9.4558,9.446,9.4339,9.4497,9.4557,9.485,1.0
9.2805,9.2609,9.2486,9.2317,9.2424,9.2512,9.2801,1.0
9.0658,9.0506,9.0421,9.0307,9.0295,9.0556,9.0635,1.0
8.8626,8.8437,8.8332,8.8263,8.8371,8.8462,8.8586,1.0
8.6654,8.6369,8.6362,8.615,8.6313,8.6347,8.6662,1.0
8.4642,8.4379,8.4276,8.4077,8.4302,8.4335,8.4653,1.0
8.2579,8.2257,8.2251,8.2021,8.227,8.2352,8.2603,1.0
8.0478,8.0383,8.0109,8.0068,8.0248,8.0215,8.0558,1.0
7.839,7.8247,7.8134,7.8022,7.8134,7.8342,7.8398,1.0
7.6398,7.6282,7.6138,7.6052,7.6062,7.6231,7.6375,1.0
7.4333,7.4135,7.4102,7.3857,7.4037,7.4246,7.428,1.0
7.2388,7.2184,7.1952,7.1857,7.1928,7.2122,7.2236,1.0
7.0198,6.9995,6.9905,6.9814,6.9974,7.0118,7.0323,1.0
6.8202,6.8125,6.7966,6.7766,6.7829,6.8124,6.8197,1.0
6.6241,6.5941,6.5832,6.5839,6.5893,6.6059,6.6167,1.0
6.4184,6.3971,6.3813,6.3654,6.3844,6.3952,6.4194,1.0
6.2085,6.1917,6.1809,6.1598,6.1716,6.19,6.2136,1.0
6.0105,5.9778,5.9813,5.9724,5.9671,5.9818,6.0131,1.0
5.7976,5.7745,5.7771,5.7528,5.7766,5.7859,5.8022,1.0
5.6021,5.576,5.5626,5.5497,5.5709,5.5862,5.5959,1.0
5.3927,5.3804,5.37,5.3568,5.3674,5.3774,5.3923,1.0
5.1845,5.1773,5.1644,5.1412,5.1538,5.1711,5.1892,1.0
4.9847,4.9592,4.9545,4.9415,4.9556,4.9741,4.9806,1.0
4.7816,4.7644,4.7561,4.744,4.7547,4.7588,4.7763,1.0
4.5827,4.551,4.5516,4.5414,4.5461,4.565,4.5702,1.0
4.3715,4.3449,4.3319,4.3375,4.3418,4.3548,4.3653,1.0
4.1711,4.1489,4.1389,4.1234,4.1401,4.1458,4.1634,1.0
3.966,3.9376,3.9402,3.9277,3.9249,3.9397,3.9623,1.0
3.7562,3.7334,3.7253,3.711,3.7289,3.738,3.7575,1.0
3.5572,3.5404,3.5174,3.5058,3.5306,3.5354,3.5501,1.0
3.346,3.3351,3.3258,3.3142,3.3206,3.3296,3.3463,1.0
3.1361,3.1208,3.1101,3.1095,3.124,3.1322,3.1504,1.0
2.9351,2.9149,2.9171,2.9084,2.9068,2.9193,2.9417,1.0
2.727,2.7154,2.7085,2.7008,2.6992,2.716,2.7331,1.0
2.528,2.5215,2.5036,2.4948,2.5045,2.5123,2.5274,1.0
2.3231,2.3102,2.2955,2.2855,2.2963,2.3174,2.3177,1.0
2.117,2.0977,2.0983,2.0788,2.0981,2.1113,2.1262,1.0
1.9175,1.9027,1.8948,1.8732,1.8831,1.8958,1.9177,1.0
1.7206,1.702,1.6838,1.6713,1.6857,1.6969,1.7059,1.0
1.507,1.4839,1.4763,1.4776,1.4882,1.4921,1.5053,1.0
