esq1,esq2,esq3,centro,dir3,dir2,dir1,label
0,0,0.11749698221684,0.11535938829184,0,0,0,1
0,0,0.12231339514256,0.11295255273581,0,0,0,1
0,0,0.11746607720852,0.11462048441172,0,0,0,1
0,0,0.1229602470994,0.11370123177767,0,0,0,1
0,0,0.12620483338833,0.11369992047548,0,0,0,1
0,0,0,0.11370176821947,0,0,0,1
0,0,0,0.11370135098696,0,0,0,1
0,0,0,0.11370275169611,0,0,0,1
0,0,0,0.10688450932503,0,0,0,1
0,0,0,0.1068786457181,0,0,0,1
0,0,0,0.10914938151836,0,0,0,1
0,0,0,0.1137049049139,0,0,0,1
0,0,0,0.11376363784075,0,0,0,1
0,0,0,0.11370608210564,0,0,0,1
0,0,0,0.11369521170855,0.13112382590771,0,0,1
0,0,0,0.11368771642447,0.12483438849449,0,0,1
0,0,0,0.11459936201572,0.11941236257553,0,0,1
0,0,0,0.11476196348667,0.11758615076542,0,0,1
0,0,0,0.11831223964691,0.11840017139912,0,0,1
0,0,0,0.11852010339499,0.11802291870117,0,0,1
0,0,0,0.12151884287596,0.11802577227354,0,0,1
0,0,0,0.13512960076332,0.11802510917187,0,0,1
0,0,0,0.13513094186783,0.11802943050861,0,0,1
0,0,0,0,0.11095258593559,0,0,1
0,0,0,0,0.11094645410776,0,0,1
0,0,0,0,0.11157233268023,0,0,1
0,0,0,0,0.11802730709314,0,0,1
0,0,0,0,0.11803413182497,0,0,1
0,0,0,0,0.11803195625544,0,0,1
0,0,0,0,0.11803026497364,0,0,1
0,0,0,0,0.11803258210421,0,0,1
0,0,0,0,0.11802873015404,0,0,1
0,0,0,0,0.17511875927448,0,0,1
0,0,0,0,0.11793804913759,0,0,1
0,0,0,0,0.12286961823702,0,0,1
0,0,0,0,0.12356237322092,0,0,1
0,0,0,0,0.12509128451347,0,0,1
0,0,0,0,0.12762066721916,0,0,1
0,0,0,0,0.14036177098751,0,0,1
0,0,0,0,0.14035892486572,0,0,1
0,0,0,0,0.14035749435425,0,0,1
0,0,0,0,0.14600414037704,0,0,1
0,0,0,0,0,0.17871937155724,0,1
0,0,0,0,0,0.1784639954567,0,1
0,0,0,0,0,0.17846646904945,0,1
0,0,0,0,0,0.16872030496597,0,1
0,0,0,0,0,0.16871297359467,0,1
0,0,0,0,0,0.1687103509903,0,1
0,0,0,0,0,0.16986230015755,0,1
0,0,0,0,0,0.17847500741482,0,1
0,0,0,0,0,0.1784699857235,0,1
0,0,0,0,0,0.17846946418285,0,1
0,0,0,0,0,0.17847120761871,0,1
0,0,0,0,0,0.17846745252609,0,1
0,0,0,0,0,0.17846602201462,0,1
0,0,0,0,0,0.17846469581127,0,1
0,0,0,0,0,0.17887553572655,0,1
0,0,0,0,0,0.18077754974365,0,1
0,0,0,0,0,0.17867535352707,0,1
0,0,0,0,0,0.18142101168633,0,1
0,0,0,0,0,0.18516245484352,0,1
0,0,0,0,0,0.18754757940769,0,1
0,0,0,0,0,0.1868545114994,0,1
0,0,0,0,0,0.188870459795,0,1
0,0,0,0,0,0.190937936306,0,1
0,0,0,0,0,0.19298131763935,0,1
0,0,0,0,0,0.20486801862717,0,1
0,0,0,0,0,0.25666952133179,0,1
0,0,0,0,0,0.25733783841133,0,1
0,0,0,0,0,0.20922687649727,0,1
0,0,0,0,0,0.20921126008034,0,1
0,0,0,0,0,0.20920303463936,0,1
0,0,0,0,0,0.21205666661263,0,1
0,0,0,0,0,0.21531820297241,0,1
0,0,0,0,0,0.21874292194843,0,1
0,0,0,0,0,0.22246390581131,0,1
0,0,0,0,0,0.22651895880699,0,1
