esq1,esq2,esq3,centro,dir3,dir2,dir1,label
0,0,0,0,0,0.22840932011604,0,-1
0,0,0,0,0,0.22397609055042,0,-1
0,0,0,0,0,0.22314405441284,0,-1
0,0,0,0,0,0.2529364824295,0,-1
0,0,0,0,0,0.21877945959568,0,-1
0,0,0,0,0,0.21515965461731,0,-1
0,0,0,0,0,0.20579475164413,0,-1
0,0,0,0,0,0.20296025276184,0,-1
0,0,0,0,0,0.20004931092262,0,-1
0,0,0,0,0,0.19726276397705,0,-1
0,0,0,0,0,0.19499830901623,0,-1
0,0,0,0,0,0.19259467720985,0,-1
0,0,0,0,0,0.19022683799267,0,-1
0,0,0,0,0,0.18799015879631,0,-1
0,0,0,0,0,0.18579834699631,0,-1
0,0,0,0,0,0.18427917361259,0,-1
0,0,0,0,0,0.18426606059074,0,-1
0,0,0,0,0,0.17967447638512,0,-1
0,0,0,0,0,0.17791280150414,0,-1
0,0,0,0,0,0.17616564035416,0,-1
0,0,0,0,0,0.17439040541649,0,-1
0,0,0,0,0,0.17555731534958,0,-1
0,0,0,0,0,0.17509092390537,0,-1
0,0,0,0,0,0.17507810890675,0,-1
0,0,0,0,0,0.17507885396481,0,-1
0,0,0,0,0,0.17508116364479,0,-1
0,0,0,0,0,0.17507061362267,0,-1
0,0,0,0,0,0.17507466673851,0,-1
0,0,0,0,0,0.16798850893974,0,-1
0,0,0,0,0,0.16601240634918,0,-1
0,0,0,0,0,0.16600893437862,0,-1
0,0,0,0,0,0.16600805521011,0,-1
0,0,0,0,0,0.17505791783333,0,-1
0,0,0,0,0,0.17503736913204,0,-1
0,0,0,0,0,0.17503464221954,0,-1
0,0,0,0,0,0.18343505263329,0,-1
0,0,0,0,0,0.181785851717,0,-1
0,0,0,0,0.1522801220417,0,0,-1
0,0,0,0,0.1607238650322,0,0,-1
0,0,0,0,0.13505247235298,0,0,-1
0,0,0,0,0.13121707737446,0,0,-1
0,0,0,0,0.12783488631248,0,0,-1
0,0,0,0,0.12493778765202,0,0,-1
0,0,0,0,0.12341110408306,0,0,-1
0,0,0,0,0.11988925933838,0,0,-1
0,0,0,0,0.11790093779564,0,0,-1
0,0,0,0,0.11590871214867,0,0,-1
0,0,0,0,0.11706472933292,0,0,-1
0,0,0,0,0.11667286604643,0,0,-1
0,0,0,0,0.11665870249271,0,0,-1
0,0,0,0,0.11664190888405,0,0,-1
0,0,0,0,0.11664487421513,0,0,-1
0,0,0,0,0.11663594096899,0,0,-1
0,0,0,0,0.11001070588827,0,0,-1
0,0,0,0,0.11000949144363,0,0,-1
0,0,0,0,0.11000892519951,0,0,-1
0,0,0,0.13402539491653,0.11663895845413,0,0,-1
0,0,0,0.12681871652603,0.11663845926523,0,0,-1
0,0,0,0.1220615953207,0.1166365146637,0,0,-1
0,0,0,0.11916488409042,0.11663413047791,0,0,-1
0,0,0,0.1154538616538,0.11662920564413,0,0,-1
0,0,0,0.11309149116278,0.1480215638876,0,0,-1
0,0,0,0.11312773823738,0.13917490839958,0,0,-1
0,0,0,0.11260837316513,0.12225522100925,0,0,-1
0,0,0,0.11260376870632,0.12435346841812,0,0,-1
0,0,0,0.11260799318552,0,0,0,-1
0,0,0,0.1126122251153,0,0,0,-1
0,0,0,0.11260659247637,0,0,0,-1
0,0,0,0.10620873421431,0,0,0,-1
0,0,0,0.10620663315058,0,0,0,-1
0,0,0,0.10619296133518,0,0,0,-1
0,0,0,0.11256827414036,0,0,0,-1
0,0,0,0.1125665307045,0,0,0,-1
0,0,0,0.11256554722786,0,0,0,-1
0,0,0.12760572135448,0.11256354302168,0,0,0,-1
0,0,0.12325824797153,0.11257003247738,0,0,0,-1
0,0,0.11775207519531,0.11288845539093,0,0,0,-1
0,0,0.11652054637671,0.15071545541286,0,0,0,-1
0,0,0.11682525277138,0.15071231126785,0,0,0,-1
0,0,0.11653024703264,0.11830526590347,0,0,0,-1
0,0,0.11653193831444,0.11899264156818,0,0,0,-1
0,0,0.11653156578541,0.12203969806433,0,0,0,-1
0,0,0.11652755737305,0.13409826159477,0,0,0,-1
0,0,0.10989817231894,0,0,0,0,-1
0,0,0.10989589989185,0,0,0,0,-1
0,0,0.11116077005863,0,0,0,0,-1
0,0,0.11652536690235,0,0,0,0,-1
0,0,0.11652264744043,0,0,0,0,-1
0,0,0.11652162671089,0,0,0,0,-1
0,0,0.11652695387602,0,0,0,0,-1
