esq1,esq2,esq3,centro,dir3,dir2,dir1,label
0,0,0,0.1064365208149,0,0,0,0
0,0,0,0.1064365953207,0,0,0,0
0,0,0,0.10643655061722,0,0,0,0
0,0,0,0.10643656551838,0,0,0,0
0,0,0,0.10643656551838,0,0,0,0
0,0,0,0.10643656551838,0,0,0,0
0,0,0,0.10643656551838,0,0,0,0
0,0,0,0.10643657296896,0,0,0,0
0,0,0,0.10643657296896,0,0,0,0
0,0,0,0.10643657296896,0,0,0,0
0,0,0,0.10643658041954,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643661767244,0,0,0,0
0,0,0,0.10643661767244,0,0,0,0
0,0,0,0.10643661767244,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643666982651,0,0,0,0
0,0,0,0.10643666237593,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643660277128,0,0,0,0
0,0,0,0.10643664747477,0,0,0,0
0,0,0,0.10643664747477,0,0,0,0
0,0,0,0.10643664002419,0,0,0,0
0,0,0,0.10643664002419,0,0,0,0
0,0,0,0.10643664747477,0,0,0,0
0,0,0,0.10643664002419,0,0,0,0
0,0,0,0.10643664002419,0,0,0,0
0,0,0,0.10643669962883,0,0,0,0
0,0,0,0.10643671452999,0,0,0,0
0,0,0,0.10643671452999,0,0,0,0
0,0,0,0.10643675923347,0,0,0,0
0,0,0,0.10643669962883,0,0,0,0
0,0,0,0.10643669962883,0,0,0,0
0,0,0,0.10643669962883,0,0,0,0
0,0,0,0.10643669217825,0,0,0,0
0,0,0,0.10643669962883,0,0,0,0
0,0,0,0.10643671452999,0,0,0,0
0,0,0,0.10643669217825,0,0,0,0
0,0,0,0.10643676668406,0,0,0,0
0,0,0,0.10643680393696,0,0,0,0
0,0,0,0.10643680393696,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.1064367890358,0,0,0,0
0,0,0,0.10643683373928,0,0,0,0
